Headline,Source,Posted,Description,Link
India's opposition targets Modi in their no-confidence motion over ethnic violence in Manipur state,WHIO-TV 7 Dayton,2 days ago,NEW DELHI — (AP) — India’s opposition accused Prime Minister Narendra Modi of choosing silence while...,https://www.whio.com/news/world/indias-opposition/SFPK2QE74LLIX2CXJUFF46ZL5E/
NCLT approves merger of Zee Entertainment with Sony India,MSN News,6 hours ago,"In December 2021, Zee Entertainment and Sony India reached an agreement to combine their businesses",https://www.msn.com/en-in/money/topstories/nclt-approves-merger-of-zee-entertainment-with-sony-india/ar-AA1f53sZ
"India's PB Fintech posts smaller Q1 loss on loan, insurance demand",Reuters,3 days ago,"India's PB Fintech the parent of online insurance aggregator Policybazaar, reported a narrower first-quarter loss on Monday on growing demand for insurance and loans.",https://www.reuters.com/article/pb-fintech-results-idUSL4N39O35V
India-born college student is first Republican to enter US Senate race in Wisconsin,Investing.com,1 day ago,"Washington, Aug 9 (IANS) India-born college student Rejani Raveendran has announced her senate...",https://in.investing.com/news/indiaborn-college-student-is-first-republican-to-enter-us-senate-race-in-wisconsin-3763949
India Passes Data Protection Law Amid Surveillance Concerns,US News & World Report,1 day ago,"The Digital Personal Data Protection Bill, 2023 gives the government powers to exempt state agencies from the law and gives users the right to correct or erase their personal data. The new legislation ...",https://www.usnews.com/news/technology/articles/2023-08-09/india-passes-data-protection-law-amid-surveillance-concerns
India's central bank holds key rate steady as expected,Reuters via Yahoo Finance,11 hours ago,"The monetary policy committee (MPC), which has three members from the central bank and three...",https://finance.yahoo.com/news/indias-central-bank-holds-key-051600000.html?fr=sycsrp_catchall
"India restricts laptop, PC imports to boost local manufacturing | CNN Business",CNN.com,7 days ago,India has placed restrictions on the import of computers and laptops in a surprise move from the government of Prime Minister Narendra Modi which has been trying to encourage ...,https://www.cnn.com/2023/08/03/tech/india-restrict-import-laptops-intl-hnk/index.html
India’s opposition leader Rahul Gandhi calls for army deployment to end ethnic violence in Manipur,WPRI Providence,1 day ago,NEW DELHI (AP) — India’s top opposition leader unleashed a strong condemnation Wednesday of Prime...,https://www.wpri.com/news/us-and-world/ap-indias-opposition-leader-rahul-gandhi-calls-for-army-deployment-to-end-ethnic-violence-in-manipur/
India's Adani Energy Solutions gets financial closure for $1 bln project,Reuters,3 days ago,India's Adani Energy Solutions has achieved financial closure for a $1 billion project to supply...,https://www.reuters.com/world/india/indias-adani-energy-solutions-gets-financial-closure-1-bln-project-2023-08-07/
"India vs Pakistan hockey, Asian Champions Trophy 2023, result and score",Olympics.com,23 hours ago,"Harmanpreet Singh (15’, 23’), Jugraj Singh (36’) and Akashdeep Singh (55’) scored India’s goals. The...",https://olympics.com/en/news/asian-champions-trophy-2023-hockey-india-vs-pakistan-scores-result
India's Parliament reinstates opposition leader Rahul Gandhi as a lawmaker,WLRN Miami,3 days ago,India's Parliament on Monday reinstated top opposition leader Rahul Gandhi as a lawmaker three days after the country's top court halted his criminal defamation conviction ...,https://www.wlrn.org/npr-breaking-news/2023-08-07/indias-parliament-reinstates-opposition-leader-rahul-gandhi-as-a-lawmaker
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,The News & Observer,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.newsobserver.com/entertainment/celebrities/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,The Myrtle Beach Sun News,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.myrtlebeachonline.com/entertainment/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,The Biloxi Sun Herald,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.sunherald.com/entertainment/celebrities/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,Tri-City Herald,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.tri-cityherald.com/entertainment/celebrities/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,The Wichita Eagle,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.kansas.com/entertainment/celebrities/article278120827.html
India Considers Scrapping Wheat Import Tax to Cool Prices,Bloomberg via Yahoo Finance,6 days ago,"(Bloomberg) -- India, the world’s second-biggest wheat producer, may abolish an import tax so that...",https://finance.yahoo.com/news/india-weighs-scrapping-duty-wheat-121952650.html?fr=sycsrp_catchall
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,Columbus Ledger-Enquirer,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.ledger-enquirer.com/entertainment/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,Merced Sun-Star,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.mercedsunstar.com/entertainment/celebrities/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,Island Packet,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.islandpacket.com/entertainment/celebrities/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,The Bellingham Herald,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.bellinghamherald.com/entertainment/celebrities/article278120827.html
India passes data protection legislation in Parliament. Critics fear privacy violation,WROC Rochester,12 hours ago,NEW DELHI (AP) — Indian lawmakers Wednesday approved a data protection legislation that “seeks to...,https://www.rochesterfirst.com/news/tech-news/ap-india-passes-data-protection-legislation-in-parliament-critics-fear-privacy-violation/
India passes data protection legislation in Parliament. Critics fear privacy violation,KFDX Wichita Falls,12 hours ago,NEW DELHI (AP) — Indian lawmakers Wednesday approved a data protection legislation that “seeks to...,https://www.texomashomepage.com/news/tech-news/ap-technology/ap-india-passes-data-protection-legislation-in-parliament-critics-fear-privacy-violation/
India passes data protection legislation in Parliament. Critics fear privacy violation,WTNH-TV New Haven,12 hours ago,NEW DELHI (AP) — Indian lawmakers Wednesday approved a data protection legislation that “seeks to...,https://www.wtnh.com/news/technology/ap-india-passes-data-protection-legislation-in-parliament-critics-fear-privacy-violation/
India passes data protection legislation in Parliament. Critics fear privacy violation,FOX 23 News Albany,12 hours ago,NEW DELHI (AP) — Indian lawmakers Wednesday approved a data protection legislation that “seeks to...,https://www.news10.com/news/technology/ap-india-passes-data-protection-legislation-in-parliament-critics-fear-privacy-violation/
India passes data protection legislation in Parliament. Critics fear privacy violation,NBC 10 - FOX 14 Monroe,12 hours ago,NEW DELHI (AP) — Indian lawmakers Wednesday approved a data protection legislation that “seeks to...,https://www.myarklamiss.com/news/tech-news/ap-technology/ap-india-passes-data-protection-legislation-in-parliament-critics-fear-privacy-violation/
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,Bradenton Herald,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.bradenton.com/entertainment/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,Lexington Herald-Leader,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.kentucky.com/entertainment/celebrities/article278120827.html
Fans in India rejoice as superstar actor Rajinikanth’s latest movie hits theaters,The State,7 hours ago,Fans of an Indian movie star with a cult following thronged movie theaters and celebrated with dancing and prayers as his latest film hit screens on Thursday. Hundreds of avid supporters of ...,https://www.thestate.com/entertainment/celebrities/article278120827.html
"India's Bajaj Electricals Q1 profit falls as unseasonal rains, inflation hit demand",Reuters,8 hours ago,"Bajaj Electricals Ltd (BJEL.NS) on Thursday reported a 13.6% decline in first-quarter profit, dragged by intermittent unseasonal rains and inflationary pressure, sending the consumer durables ...",https://www.reuters.com/business/retail-consumer/indias-bajaj-electricals-q1-profit-falls-unseasonal-rains-inflation-hit-demand-2023-08-10/
India’s Chandrayaan-3 space mission enters moon’s orbit,Al Jazeera,4 days ago,"India’s latest space mission, Chandrayaan-3, has entered the moon’s orbit more than three weeks...",https://www.aljazeera.com/news/2023/8/6/indias-chandrayaan-3-space-mission-enters-moons-orbit
India’s opposition leader Rahul Gandhi calls for army deployment to end ethnic violence in Manipur,KOLR - KSFX Ozarks,1 day ago,NEW DELHI (AP) — India’s top opposition leader unleashed a strong condemnation Wednesday of Prime...,https://www.ozarksfirst.com/news/world-news/ap-indias-opposition-leader-rahul-gandhi-calls-for-army-deployment-to-end-ethnic-violence-in-manipur/
